날짜,기업명,긍정,부정,중립,전체뉴스수,감성_긍정비율,감성_부정비율
2024-03-31,HD현대중공업,16,3,0,19,0.8421052188365674,0.15789472853185638
2024-03-31,STX엔진,1,0,1,2,0.9999990000010001,0.0
2024-03-31,삼성중공업,4,2,0,6,0.6666665555555741,0.33333327777778704
2024-03-31,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-03-31,한화엔진,6,1,1,8,0.857142734693895,0.1428571224489825
2024-03-31,한화오션,9,3,6,18,0.7499999375000053,0.2499999791666684
2024-04-01,HD한국조선해양,14,4,3,21,0.7777777345679036,0.2222222098765439
2024-04-01,HD현대마린솔루션,11,6,1,18,0.6470587854671302,0.35294115570934376
2024-04-01,HD현대마린엔진,3,0,0,3,0.9999996666667778,0.0
2024-04-01,HD현대미포,13,0,3,16,0.9999999230769291,0.0
2024-04-01,HD현대중공업,18,7,4,29,0.7199999712000011,0.27999998880000043
2024-04-01,STX엔진,7,0,0,7,0.9999998571428775,0.0
2024-04-01,삼성중공업,15,3,4,22,0.8333332870370396,0.1666666574074079
2024-04-01,세진중공업,7,2,0,9,0.7777776913580343,0.22222219753086697
2024-04-01,한국카본,3,0,1,4,0.9999996666667778,0.0
2024-04-01,한화엔진,14,0,2,16,0.9999999285714337,0.0
2024-04-01,한화오션,52,5,6,63,0.9122806857494616,0.08771929670667901
2024-04-02,HD한국조선해양,10,9,0,19,0.5263157617728547,0.47368418559556913
2024-04-02,HD현대마린솔루션,7,6,5,18,0.5384614970414233,0.4615384260355057
2024-04-02,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-04-02,HD현대미포,7,2,1,10,0.7777776913580343,0.22222219753086697
2024-04-02,HD현대중공업,26,7,2,35,0.7878787640036738,0.21212120569329682
2024-04-02,STX엔진,4,4,0,8,0.4999999375000079,0.4999999375000079
2024-04-02,삼성중공업,15,4,4,23,0.7894736426592819,0.21052630470914185
2024-04-02,세진중공업,6,4,0,10,0.599999940000006,0.39999996000000404
2024-04-02,한국카본,3,3,0,6,0.49999991666668053,0.49999991666668053
2024-04-02,한화엔진,8,5,0,13,0.615384568047341,0.3846153550295881
2024-04-02,한화오션,33,9,4,46,0.7857142670068032,0.2142857091836736
2024-04-03,HD한국조선해양,19,13,2,34,0.5937499814453131,0.4062499873046879
2024-04-03,HD현대마린솔루션,6,8,2,16,0.42857139795918586,0.5714285306122479
2024-04-03,HD현대마린엔진,10,2,1,13,0.8333332638888947,0.16666665277777895
2024-04-03,HD현대미포,13,8,0,21,0.6190475895691624,0.38095236281179223
2024-04-03,HD현대중공업,44,23,4,71,0.6567164081087103,0.34328357696591677
2024-04-03,STX엔진,1,1,1,3,0.499999750000125,0.499999750000125
2024-04-03,삼성중공업,26,25,2,53,0.5098039115724724,0.49019606881968497
2024-04-03,세진중공업,3,3,1,7,0.49999991666668053,0.49999991666668053
2024-04-03,한국카본,8,4,1,13,0.6666666111111158,0.3333333055555579
2024-04-03,한화엔진,20,3,1,24,0.8695651795841226,0.1304347769376184
2024-04-03,한화오션,103,40,7,150,0.7202797152427992,0.2797202777641939
2024-04-04,HD한국조선해양,9,5,0,14,0.6428570969387788,0.3571428316326549
2024-04-04,HD현대마린솔루션,5,3,2,10,0.6249999218750099,0.3749999531250059
2024-04-04,HD현대마린엔진,4,3,0,7,0.57142848979593,0.4285713673469475
2024-04-04,HD현대미포,4,3,0,7,0.57142848979593,0.4285713673469475
2024-04-04,HD현대중공업,59,18,1,78,0.7662337562826785,0.2337662307303087
2024-04-04,STX엔진,2,0,0,2,0.99999950000025,0.0
2024-04-04,삼성중공업,20,5,1,26,0.7999999680000013,0.19999999200000032
2024-04-04,세진중공업,2,0,0,2,0.99999950000025,0.0
2024-04-04,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-04-04,한화엔진,9,1,0,10,0.8999999100000091,0.09999999000000101
2024-04-04,한화오션,62,26,9,97,0.7045454465392563,0.2954545420971075
2024-04-05,HD한국조선해양,5,8,2,15,0.3846153550295881,0.615384568047341
2024-04-05,HD현대마린솔루션,4,4,1,9,0.4999999375000079,0.4999999375000079
2024-04-05,HD현대마린엔진,0,1,0,1,0.0,0.9999990000010001
2024-04-05,HD현대미포,3,3,0,6,0.49999991666668053,0.49999991666668053
2024-04-05,HD현대중공업,22,8,3,33,0.7333333088888897,0.26666665777777804
2024-04-05,STX엔진,1,0,1,2,0.9999990000010001,0.0
2024-04-05,삼성중공업,7,6,0,13,0.5384614970414233,0.4615384260355057
2024-04-05,세진중공업,0,2,1,3,0.0,0.99999950000025
2024-04-05,한화엔진,8,1,1,10,0.8888887901234679,0.11111109876543349
2024-04-05,한화오션,113,17,4,134,0.8692307625443788,0.13076922976331362
2024-04-06,HD한국조선해양,5,3,0,8,0.6249999218750099,0.3749999531250059
2024-04-06,HD현대미포,1,1,0,2,0.499999750000125,0.499999750000125
2024-04-06,HD현대중공업,8,3,0,11,0.7272726611570308,0.2727272479338866
2024-04-06,STX엔진,1,0,0,1,0.9999990000010001,0.0
2024-04-06,삼성중공업,4,2,2,8,0.6666665555555741,0.33333327777778704
2024-04-06,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-04-06,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-04-06,한화엔진,4,0,0,4,0.9999997500000625,0.0
2024-04-06,한화오션,12,5,1,18,0.7058823114186875,0.2941176297577865
2024-04-07,HD한국조선해양,8,9,0,17,0.47058820761245834,0.5294117335640156
2024-04-07,HD현대마린솔루션,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-04-07,HD현대미포,13,1,0,14,0.9285713622449028,0.07142856632653098
2024-04-07,HD현대중공업,17,2,0,19,0.8947367950138528,0.10526315235457093
2024-04-07,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-04-07,삼성중공업,3,3,0,6,0.49999991666668053,0.49999991666668053
2024-04-07,한국카본,0,1,1,2,0.0,0.9999990000010001
2024-04-07,한화엔진,6,2,0,8,0.7499999062500118,0.24999996875000394
2024-04-07,한화오션,17,10,1,28,0.6296296063100145,0.37037035665294976
2024-04-08,HD한국조선해양,16,8,3,27,0.66666663888889,0.333333319444445
2024-04-08,HD현대마린솔루션,6,2,0,8,0.7499999062500118,0.24999996875000394
2024-04-08,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-04-08,HD현대미포,13,1,2,16,0.9285713622449028,0.07142856632653098
2024-04-08,HD현대중공업,20,10,2,32,0.6666666444444451,0.33333332222222256
2024-04-08,STX엔진,2,0,0,2,0.99999950000025,0.0
2024-04-08,삼성중공업,19,11,4,34,0.6333333122222229,0.36666665444444485
2024-04-08,세진중공업,3,0,0,3,0.9999996666667778,0.0
2024-04-08,한국카본,2,0,1,3,0.99999950000025,0.0
2024-04-08,한화엔진,15,2,1,18,0.8823528892733594,0.11764705190311459
2024-04-08,한화오션,36,11,6,53,0.7659574305115441,0.23404254821186068
2024-04-09,HD한국조선해양,13,8,0,21,0.6190475895691624,0.38095236281179223
2024-04-09,HD현대마린솔루션,3,0,0,3,0.9999996666667778,0.0
2024-04-09,HD현대미포,4,1,1,6,0.799999840000032,0.199999960000008
2024-04-09,HD현대중공업,17,2,2,21,0.8947367950138528,0.10526315235457093
2024-04-09,STX엔진,0,2,0,2,0.0,0.99999950000025
2024-04-09,삼성중공업,23,9,4,36,0.7187499775390632,0.2812499912109378
2024-04-09,세진중공업,0,2,0,2,0.0,0.99999950000025
2024-04-09,한국카본,1,1,0,2,0.499999750000125,0.499999750000125
2024-04-09,한화엔진,8,3,1,12,0.7272726611570308,0.2727272479338866
2024-04-09,한화오션,28,8,4,40,0.7777777561728402,0.22222221604938291
2024-04-10,HD한국조선해양,7,3,0,10,0.699999930000007,0.299999970000003
2024-04-10,HD현대마린솔루션,3,3,1,7,0.49999991666668053,0.49999991666668053
2024-04-10,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-04-10,HD현대미포,1,1,0,2,0.499999750000125,0.499999750000125
2024-04-10,HD현대중공업,6,4,0,10,0.599999940000006,0.39999996000000404
2024-04-10,삼성중공업,7,3,2,12,0.699999930000007,0.299999970000003
2024-04-10,세진중공업,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-04-10,한화엔진,5,0,0,5,0.99999980000004,0.0
2024-04-10,한화오션,8,5,2,15,0.615384568047341,0.3846153550295881
2024-04-11,HD한국조선해양,13,7,1,21,0.6499999675000016,0.34999998250000086
2024-04-11,HD현대마린솔루션,9,1,0,10,0.8999999100000091,0.09999999000000101
2024-04-11,HD현대마린엔진,7,0,1,8,0.9999998571428775,0.0
2024-04-11,HD현대미포,9,3,0,12,0.7499999375000053,0.2499999791666684
2024-04-11,HD현대중공업,39,6,3,48,0.8666666474074078,0.13333333037037046
2024-04-11,삼성중공업,7,9,2,18,0.4374999726562517,0.5624999648437522
2024-04-11,한국카본,2,0,0,2,0.99999950000025,0.0
2024-04-11,한화엔진,8,1,2,11,0.8888887901234679,0.11111109876543349
2024-04-11,한화오션,18,12,1,31,0.5999999800000007,0.3999999866666671
2024-04-12,HD한국조선해양,9,2,2,13,0.8181817438016598,0.1818181652892577
2024-04-12,HD현대마린솔루션,4,0,0,4,0.9999997500000625,0.0
2024-04-12,HD현대마린엔진,2,0,0,2,0.99999950000025,0.0
2024-04-12,HD현대미포,2,0,1,3,0.99999950000025,0.0
2024-04-12,HD현대중공업,8,7,4,19,0.5333332977777802,0.46666663555555765
2024-04-12,삼성중공업,7,2,5,14,0.7777776913580343,0.22222219753086697
2024-04-12,한화엔진,9,1,2,12,0.8999999100000091,0.09999999000000101
2024-04-12,한화오션,19,9,6,34,0.6785714043367356,0.32142855994898
2024-04-13,HD한국조선해양,3,1,0,4,0.7499998125000469,0.24999993750001562
2024-04-13,HD현대마린솔루션,1,4,0,5,0.199999960000008,0.799999840000032
2024-04-13,HD현대마린엔진,3,2,0,5,0.599999880000024,0.399999920000016
2024-04-13,HD현대미포,1,1,0,2,0.499999750000125,0.499999750000125
2024-04-13,HD현대중공업,6,4,0,10,0.599999940000006,0.39999996000000404
2024-04-13,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-04-13,삼성중공업,5,3,0,8,0.6249999218750099,0.3749999531250059
2024-04-13,한화엔진,2,1,1,4,0.6666664444445185,0.33333322222225925
2024-04-13,한화오션,7,2,1,10,0.7777776913580343,0.22222219753086697
2024-04-14,HD한국조선해양,8,3,0,11,0.7272726611570308,0.2727272479338866
2024-04-14,HD현대마린솔루션,6,3,1,10,0.6666665925926009,0.33333329629630043
2024-04-14,HD현대마린엔진,2,0,1,3,0.99999950000025,0.0
2024-04-14,HD현대미포,0,2,0,2,0.0,0.99999950000025
2024-04-14,HD현대중공업,12,3,0,15,0.7999999466666703,0.19999998666666757
2024-04-14,STX엔진,1,1,0,2,0.499999750000125,0.499999750000125
2024-04-14,삼성중공업,6,3,0,9,0.6666665925926009,0.33333329629630043
2024-04-14,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-04-14,한국카본,1,1,0,2,0.499999750000125,0.499999750000125
2024-04-14,한화엔진,0,3,0,3,0.0,0.9999996666667778
2024-04-14,한화오션,5,4,1,10,0.5555554938271674,0.44444439506173394
2024-04-15,HD한국조선해양,19,6,2,27,0.7599999696000012,0.23999999040000036
2024-04-15,HD현대마린솔루션,33,2,3,38,0.9428571159183682,0.057142855510204135
2024-04-15,HD현대마린엔진,10,2,0,12,0.8333332638888947,0.16666665277777895
2024-04-15,HD현대미포,10,2,1,13,0.8333332638888947,0.16666665277777895
2024-04-15,HD현대중공업,22,5,3,30,0.8148147846364894,0.18518517832647488
2024-04-15,STX엔진,12,2,1,15,0.8571427959183717,0.14285713265306196
2024-04-15,삼성중공업,20,7,3,30,0.7407407133058995,0.2592592496570648
2024-04-15,세진중공업,1,1,1,3,0.499999750000125,0.499999750000125
2024-04-15,한국카본,5,5,0,10,0.499999950000005,0.499999950000005
2024-04-15,한화엔진,23,2,1,26,0.9199999632000014,0.07999999680000013
2024-04-15,한화오션,33,11,7,51,0.7499999829545458,0.24999999431818196
2024-04-16,HD한국조선해양,18,4,5,27,0.8181817809917372,0.18181817355371938
2024-04-16,HD현대마린솔루션,10,2,2,14,0.8333332638888947,0.16666665277777895
2024-04-16,HD현대마린엔진,5,1,1,7,0.8333331944444675,0.16666663888889352
2024-04-16,HD현대미포,8,1,0,9,0.8888887901234679,0.11111109876543349
2024-04-16,HD현대중공업,22,2,2,26,0.9166666284722238,0.08333332986111125
2024-04-16,STX엔진,3,2,1,6,0.599999880000024,0.399999920000016
2024-04-16,삼성중공업,12,6,5,23,0.6666666296296316,0.3333333148148158
2024-04-16,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-04-16,한국카본,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-04-16,한화엔진,19,6,4,29,0.7599999696000012,0.23999999040000036
2024-04-16,한화오션,28,9,5,42,0.7567567363038721,0.24324323666910172
2024-04-17,HD한국조선해양,13,6,4,23,0.684210490304711,0.31578945706371275
2024-04-17,HD현대마린솔루션,6,0,1,7,0.9999998333333611,0.0
2024-04-17,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-04-17,HD현대미포,9,3,3,15,0.7499999375000053,0.2499999791666684
2024-04-17,HD현대중공업,159,15,8,182,0.9137930981965914,0.0862068960562822
2024-04-17,STX엔진,1,0,0,1,0.9999990000010001,0.0
2024-04-17,삼성중공업,13,3,6,22,0.8124999492187531,0.18749998828125072
2024-04-17,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-04-17,한국카본,0,1,0,1,0.0,0.9999990000010001
2024-04-17,한화엔진,12,2,0,14,0.8571427959183717,0.14285713265306196
2024-04-17,한화오션,21,5,6,32,0.8076922766272201,0.1923076849112429
2024-04-18,HD한국조선해양,26,10,4,40,0.7222222021604945,0.2777777700617286
2024-04-18,HD현대마린솔루션,15,2,2,19,0.8823528892733594,0.11764705190311459
2024-04-18,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-04-18,HD현대미포,8,17,3,28,0.3199999872000005,0.679999972800001
2024-04-18,HD현대중공업,33,29,5,67,0.5322580559313217,0.46774192793964636
2024-04-18,STX엔진,4,0,0,4,0.9999997500000625,0.0
2024-04-18,삼성중공업,33,30,10,73,0.523809515495087,0.47619046863189735
2024-04-18,세진중공업,0,4,0,4,0.0,0.9999997500000625
2024-04-18,한국카본,4,3,0,7,0.57142848979593,0.4285713673469475
2024-04-18,한화엔진,10,5,0,15,0.6666666222222252,0.3333333111111126
2024-04-18,한화오션,27,29,5,61,0.4821428485331634,0.5178571336096941
2024-04-19,HD한국조선해양,16,8,4,28,0.66666663888889,0.333333319444445
2024-04-19,HD현대마린솔루션,5,3,2,10,0.6249999218750099,0.3749999531250059
2024-04-19,HD현대마린엔진,0,1,0,1,0.0,0.9999990000010001
2024-04-19,HD현대미포,9,6,7,22,0.5999999600000027,0.39999997333333515
2024-04-19,HD현대중공업,22,13,7,42,0.6285714106122454,0.37142856081632686
2024-04-19,STX엔진,0,1,1,2,0.0,0.9999990000010001
2024-04-19,삼성중공업,15,11,10,36,0.5769230547337286,0.4230769068047343
2024-04-19,한국카본,7,2,1,10,0.7777776913580343,0.22222219753086697
2024-04-19,한화엔진,7,7,5,19,0.49999996428571686,0.49999996428571686
2024-04-19,한화오션,18,18,10,46,0.4999999861111115,0.4999999861111115
2024-04-20,HD한국조선해양,7,2,1,10,0.7777776913580343,0.22222219753086697
2024-04-20,HD현대마린솔루션,5,1,0,6,0.8333331944444675,0.16666663888889352
2024-04-20,HD현대마린엔진,4,1,0,5,0.799999840000032,0.199999960000008
2024-04-20,HD현대미포,3,1,1,5,0.7499998125000469,0.24999993750001562
2024-04-20,HD현대중공업,7,2,2,11,0.7777776913580343,0.22222219753086697
2024-04-20,STX엔진,2,2,1,5,0.49999987500003124,0.49999987500003124
2024-04-20,삼성중공업,5,2,6,13,0.7142856122449125,0.285714244897965
2024-04-20,세진중공업,1,1,0,2,0.499999750000125,0.499999750000125
2024-04-20,한국카본,1,1,0,2,0.499999750000125,0.499999750000125
2024-04-20,한화엔진,6,1,2,9,0.857142734693895,0.1428571224489825
2024-04-20,한화오션,4,2,2,8,0.6666665555555741,0.33333327777778704
2024-04-21,HD한국조선해양,7,4,1,12,0.636363578512402,0.3636363305785154
2024-04-21,HD현대마린솔루션,9,0,1,10,0.9999998888889013,0.0
2024-04-21,HD현대마린엔진,4,0,0,4,0.9999997500000625,0.0
2024-04-21,HD현대미포,8,4,1,13,0.6666666111111158,0.3333333055555579
2024-04-21,HD현대중공업,15,4,6,25,0.7894736426592819,0.21052630470914185
2024-04-21,삼성중공업,5,6,1,12,0.4545454132231443,0.5454544958677732
2024-04-21,한화엔진,1,1,1,3,0.499999750000125,0.499999750000125
2024-04-21,한화오션,14,6,3,23,0.6999999650000017,0.29999998500000075
2024-04-22,HD한국조선해양,16,8,3,27,0.66666663888889,0.333333319444445
2024-04-22,HD현대마린솔루션,9,6,4,19,0.5999999600000027,0.39999997333333515
2024-04-22,HD현대마린엔진,5,1,0,6,0.8333331944444675,0.16666663888889352
2024-04-22,HD현대미포,21,2,2,25,0.9130434385633287,0.08695651795841226
2024-04-22,HD현대중공업,38,9,3,50,0.8085106210955187,0.19148935762788602
2024-04-22,STX엔진,1,0,0,1,0.9999990000010001,0.0
2024-04-22,삼성중공업,20,9,9,38,0.689655148632581,0.3103448168846615
2024-04-22,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-04-22,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-04-22,한화엔진,34,5,1,40,0.8717948494411578,0.12820512491781733
2024-04-22,한화오션,70,10,9,89,0.8749999890625002,0.12499999843750002
2024-04-23,HD한국조선해양,17,20,15,52,0.4594594470416366,0.5405405259313372
2024-04-23,HD현대마린솔루션,14,1,2,17,0.9333332711111153,0.06666666222222252
2024-04-23,HD현대마린엔진,3,0,0,3,0.9999996666667778,0.0
2024-04-23,HD현대미포,13,13,4,30,0.49999998076923147,0.49999998076923147
2024-04-23,HD현대중공업,32,24,14,70,0.57142856122449,0.42857142091836753
2024-04-23,STX엔진,4,2,3,9,0.6666665555555741,0.33333327777778704
2024-04-23,삼성중공업,48,19,15,82,0.7164178997549567,0.2835820853196704
2024-04-23,세진중공업,3,2,0,5,0.599999880000024,0.399999920000016
2024-04-23,한국카본,4,4,0,8,0.4999999375000079,0.4999999375000079
2024-04-23,한화엔진,15,12,5,32,0.5555555349794246,0.44444442798353967
2024-04-23,한화오션,39,32,20,91,0.5492957669113272,0.45070421900416596
2024-04-24,HD한국조선해양,15,12,1,28,0.5555555349794246,0.44444442798353967
2024-04-24,HD현대마린솔루션,14,6,3,23,0.6999999650000017,0.29999998500000075
2024-04-24,HD현대마린엔진,6,1,1,8,0.857142734693895,0.1428571224489825
2024-04-24,HD현대미포,7,5,0,12,0.5833332847222263,0.41666663194444736
2024-04-24,HD현대중공업,33,13,1,47,0.7173912887523634,0.28260868950850676
2024-04-24,STX엔진,12,3,1,16,0.7999999466666703,0.19999998666666757
2024-04-24,삼성중공업,15,9,11,35,0.6249999739583344,0.37499998437500065
2024-04-24,세진중공업,1,2,0,3,0.33333322222225925,0.6666664444445185
2024-04-24,한국카본,0,2,0,2,0.0,0.99999950000025
2024-04-24,한화엔진,19,26,4,49,0.4222222128395064,0.5777777649382719
2024-04-24,한화오션,82,39,2,123,0.6776859448125129,0.3223140469230244
2024-04-25,HD한국조선해양,33,32,3,68,0.507692299881657,0.49230768473372793
2024-04-25,HD현대마린솔루션,60,12,3,75,0.8333333217592594,0.1666666643518519
2024-04-25,HD현대마린엔진,5,1,0,6,0.8333331944444675,0.16666663888889352
2024-04-25,HD현대미포,20,14,4,38,0.5882352768166096,0.41176469377162667
2024-04-25,HD현대중공업,64,34,6,104,0.653061217825906,0.34693877197001255
2024-04-25,STX엔진,8,2,0,10,0.7999999200000081,0.19999998000000202
2024-04-25,삼성중공업,18,14,6,38,0.5624999824218756,0.4374999863281255
2024-04-25,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-04-25,한국카본,4,1,0,5,0.799999840000032,0.199999960000008
2024-04-25,한화엔진,25,12,1,38,0.6756756574141715,0.3243243155588023
2024-04-25,한화오션,32,24,12,68,0.57142856122449,0.42857142091836753
2024-04-26,HD한국조선해양,10,21,1,32,0.3225806347554634,0.677419332986473
2024-04-26,HD현대마린솔루션,14,3,4,21,0.8235293633218022,0.17647057785467188
2024-04-26,HD현대마린엔진,3,0,0,3,0.9999996666667778,0.0
2024-04-26,HD현대미포,7,16,1,24,0.3043478128544429,0.6956521436672981
2024-04-26,HD현대중공업,18,25,1,44,0.4186046414277991,0.5813953353163875
2024-04-26,STX엔진,1,1,0,2,0.499999750000125,0.499999750000125
2024-04-26,삼성중공업,12,20,2,34,0.3749999882812504,0.6249999804687506
2024-04-26,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-04-26,한국카본,0,1,0,1,0.0,0.9999990000010001
2024-04-26,한화엔진,13,4,0,17,0.7647058373702448,0.23529410380622917
2024-04-26,한화오션,24,23,2,49,0.5106382870076961,0.4893616917157087
2024-04-27,HD한국조선해양,3,6,1,10,0.33333329629630043,0.6666665925926009
2024-04-27,HD현대마린솔루션,5,1,1,7,0.8333331944444675,0.16666663888889352
2024-04-27,HD현대마린엔진,1,0,1,2,0.9999990000010001,0.0
2024-04-27,HD현대미포,2,5,0,7,0.285714244897965,0.7142856122449125
2024-04-27,HD현대중공업,5,7,1,13,0.41666663194444736,0.5833332847222263
2024-04-27,STX엔진,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-04-27,삼성중공업,1,8,1,10,0.11111109876543349,0.8888887901234679
2024-04-27,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-04-27,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-04-27,한화엔진,4,1,0,5,0.799999840000032,0.199999960000008
2024-04-27,한화오션,5,6,2,13,0.4545454132231443,0.5454544958677732
2024-04-28,HD한국조선해양,7,6,3,16,0.5384614970414233,0.4615384260355057
2024-04-28,HD현대마린솔루션,4,3,3,10,0.57142848979593,0.4285713673469475
2024-04-28,HD현대미포,1,1,1,3,0.499999750000125,0.499999750000125
2024-04-28,HD현대중공업,8,10,2,20,0.4444444197530878,0.5555555246913597
2024-04-28,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-04-28,삼성중공업,18,7,2,27,0.7199999712000011,0.27999998880000043
2024-04-28,한국카본,0,1,0,1,0.0,0.9999990000010001
2024-04-28,한화엔진,6,3,0,9,0.6666665925926009,0.33333329629630043
2024-04-28,한화오션,9,12,2,23,0.4285714081632663,0.5714285442176883
2024-04-29,HD한국조선해양,25,4,3,32,0.8620689357907263,0.13793102972651622
2024-04-29,HD현대마린솔루션,10,2,7,19,0.8333332638888947,0.16666665277777895
2024-04-29,HD현대마린엔진,2,0,0,2,0.99999950000025,0.0
2024-04-29,HD현대미포,9,4,2,15,0.6923076390532585,0.3076922840236705
2024-04-29,HD현대중공업,33,9,5,47,0.7857142670068032,0.2142857091836736
2024-04-29,STX엔진,1,0,0,1,0.9999990000010001,0.0
2024-04-29,삼성중공업,19,17,6,42,0.5277777631172844,0.4722222091049387
2024-04-29,세진중공업,2,0,0,2,0.99999950000025,0.0
2024-04-29,한국카본,2,0,0,2,0.99999950000025,0.0
2024-04-29,한화엔진,12,5,1,18,0.7058823114186875,0.2941176297577865
2024-04-29,한화오션,31,10,1,42,0.7560975425342064,0.24390243307555043
2024-04-30,HD한국조선해양,13,9,4,26,0.590909064049588,0.4090908904958686
2024-04-30,HD현대마린솔루션,8,3,3,14,0.7272726611570308,0.2727272479338866
2024-04-30,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-04-30,HD현대미포,3,1,1,5,0.7499998125000469,0.24999993750001562
2024-04-30,HD현대중공업,19,4,6,29,0.8260869206049165,0.17391303591682453
2024-04-30,STX엔진,1,0,0,1,0.9999990000010001,0.0
2024-04-30,삼성중공업,5,5,5,15,0.499999950000005,0.499999950000005
2024-04-30,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-04-30,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-04-30,한화엔진,14,1,5,20,0.9333332711111153,0.06666666222222252
2024-04-30,한화오션,21,9,5,35,0.6999999766666675,0.2999999900000003
2024-05-01,HD한국조선해양,8,3,1,12,0.7272726611570308,0.2727272479338866
2024-05-01,HD현대마린솔루션,5,3,2,10,0.6249999218750099,0.3749999531250059
2024-05-01,HD현대미포,3,2,0,5,0.599999880000024,0.399999920000016
2024-05-01,HD현대중공업,13,9,0,22,0.590909064049588,0.4090908904958686
2024-05-01,삼성중공업,10,1,1,12,0.9090908264462886,0.09090908264462885
2024-05-01,한국카본,0,1,0,1,0.0,0.9999990000010001
2024-05-01,한화엔진,5,2,0,7,0.7142856122449125,0.285714244897965
2024-05-01,한화오션,12,8,2,22,0.5999999700000015,0.399999980000001
2024-05-02,HD한국조선해양,17,4,6,27,0.8095237709750585,0.19047618140589612
2024-05-02,HD현대마린솔루션,11,3,8,22,0.7857142295918408,0.21428569897959293
2024-05-02,HD현대미포,11,0,2,13,0.9999999090909174,0.0
2024-05-02,HD현대중공업,46,2,6,54,0.958333313368056,0.041666665798611134
2024-05-02,STX엔진,5,2,0,7,0.7142856122449125,0.285714244897965
2024-05-02,삼성중공업,15,3,5,23,0.8333332870370396,0.1666666574074079
2024-05-02,세진중공업,4,3,0,7,0.57142848979593,0.4285713673469475
2024-05-02,한국카본,4,3,0,7,0.57142848979593,0.4285713673469475
2024-05-02,한화엔진,11,5,1,17,0.6874999570312527,0.3124999804687512
2024-05-02,한화오션,22,9,11,42,0.7096773964620194,0.29032257127991706
2024-05-03,HD한국조선해양,44,17,1,62,0.721311463585058,0.2786885200214997
2024-05-03,HD현대마린솔루션,10,0,6,16,0.99999990000001,0.0
2024-05-03,HD현대마린엔진,0,0,1,1,0.0,0.0
2024-05-03,HD현대미포,12,4,1,17,0.7499999531250029,0.24999998437500096
2024-05-03,HD현대중공업,65,14,1,80,0.8227847997115848,0.1772151876301875
2024-05-03,삼성중공업,10,7,3,20,0.588235259515573,0.4117646816609011
2024-05-03,한국카본,8,3,1,12,0.7272726611570308,0.2727272479338866
2024-05-03,한화엔진,16,3,1,20,0.8421052188365674,0.15789472853185638
2024-05-03,한화오션,14,8,1,23,0.6363636074380178,0.36363634710743875
2024-05-04,HD한국조선해양,7,3,0,10,0.699999930000007,0.299999970000003
2024-05-04,HD현대마린솔루션,6,2,2,10,0.7499999062500118,0.24999996875000394
2024-05-04,HD현대마린엔진,2,0,0,2,0.99999950000025,0.0
2024-05-04,HD현대미포,2,0,0,2,0.99999950000025,0.0
2024-05-04,HD현대중공업,7,2,1,10,0.7777776913580343,0.22222219753086697
2024-05-04,삼성중공업,5,1,1,7,0.8333331944444675,0.16666663888889352
2024-05-04,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-05-04,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-05-04,한화엔진,3,1,2,6,0.7499998125000469,0.24999993750001562
2024-05-04,한화오션,7,2,0,9,0.7777776913580343,0.22222219753086697
2024-05-05,HD한국조선해양,6,0,1,7,0.9999998333333611,0.0
2024-05-05,HD현대마린솔루션,3,1,1,5,0.7499998125000469,0.24999993750001562
2024-05-05,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-05-05,HD현대중공업,13,2,0,15,0.8666666088888928,0.13333332444444504
2024-05-05,삼성중공업,0,0,2,2,0.0,0.0
2024-05-05,한화엔진,5,1,1,7,0.8333331944444675,0.16666663888889352
2024-05-05,한화오션,6,0,2,8,0.9999998333333611,0.0
2024-05-06,HD한국조선해양,9,6,4,19,0.5999999600000027,0.39999997333333515
