날짜,기업명,긍정,부정,중립,전체뉴스수,감성_긍정비율,감성_부정비율
2024-06-22,한화엔진,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-06-22,한화오션,9,3,4,16,0.7499999375000053,0.2499999791666684
2024-06-23,HD한국조선해양,14,2,3,19,0.8749999453125034,0.12499999218750048
2024-06-23,HD현대마린솔루션,7,1,2,10,0.8749998906250137,0.12499998437500197
2024-06-23,HD현대미포,1,1,2,4,0.499999750000125,0.499999750000125
2024-06-23,HD현대중공업,12,1,8,21,0.9230768520710114,0.07692307100591762
2024-06-23,삼성중공업,1,2,1,4,0.33333322222225925,0.6666664444445185
2024-06-23,세진중공업,0,0,1,1,0.0,0.0
2024-06-23,한화엔진,3,0,0,3,0.9999996666667778,0.0
2024-06-23,한화오션,13,3,2,18,0.8124999492187531,0.18749998828125072
2024-06-24,HD한국조선해양,24,9,5,38,0.7272727052341605,0.2727272644628102
2024-06-24,HD현대마린솔루션,9,2,4,15,0.8181817438016598,0.1818181652892577
2024-06-24,HD현대마린엔진,0,1,0,1,0.0,0.9999990000010001
2024-06-24,HD현대미포,10,3,4,17,0.7692307100591762,0.23076921301775286
2024-06-24,HD현대중공업,24,6,7,37,0.7999999733333342,0.19999999333333354
2024-06-24,STX엔진,1,1,1,3,0.499999750000125,0.499999750000125
2024-06-24,삼성중공업,8,6,3,17,0.5714285306122479,0.42857139795918586
2024-06-24,세진중공업,2,4,4,10,0.33333327777778704,0.6666665555555741
2024-06-24,한국카본,1,1,0,2,0.499999750000125,0.499999750000125
2024-06-24,한화엔진,9,6,2,17,0.5999999600000027,0.39999997333333515
2024-06-24,한화오션,50,16,4,70,0.7575757460973372,0.2424242387511479
2024-06-25,HD한국조선해양,15,10,2,27,0.599999976000001,0.39999998400000064
2024-06-25,HD현대마린솔루션,14,6,1,21,0.6999999650000017,0.29999998500000075
2024-06-25,HD현대마린엔진,1,0,1,2,0.9999990000010001,0.0
2024-06-25,HD현대미포,6,3,1,10,0.6666665925926009,0.33333329629630043
2024-06-25,HD현대중공업,22,11,2,35,0.6666666464646471,0.33333332323232356
2024-06-25,STX엔진,2,2,0,4,0.49999987500003124,0.49999987500003124
2024-06-25,삼성중공업,8,7,2,17,0.5333332977777802,0.46666663555555765
2024-06-25,세진중공업,3,2,0,5,0.599999880000024,0.399999920000016
2024-06-25,한국카본,1,1,0,2,0.499999750000125,0.499999750000125
2024-06-25,한화엔진,21,5,0,26,0.8076922766272201,0.1923076849112429
2024-06-25,한화오션,27,13,0,40,0.6749999831250004,0.3249999918750002
2024-06-26,HD한국조선해양,19,8,0,27,0.7037036776406045,0.2962962853223598
2024-06-26,HD현대마린솔루션,9,5,1,15,0.6428570969387788,0.3571428316326549
2024-06-26,HD현대마린엔진,0,1,0,1,0.0,0.9999990000010001
2024-06-26,HD현대미포,5,2,0,7,0.7142856122449125,0.285714244897965
2024-06-26,HD현대중공업,23,9,0,32,0.7187499775390632,0.2812499912109378
2024-06-26,STX엔진,1,0,0,1,0.9999990000010001,0.0
2024-06-26,삼성중공업,14,9,1,24,0.6086956257088858,0.39130433081285515
2024-06-26,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-06-26,한화엔진,16,2,0,18,0.8888888395061756,0.11111110493827195
2024-06-26,한화오션,30,9,3,42,0.769230749506904,0.2307692248520712
2024-06-27,HD한국조선해양,31,5,3,39,0.8611110871913588,0.1388888850308643
2024-06-27,HD현대마린솔루션,13,5,2,20,0.7222221820987677,0.27777776234567986
2024-06-27,HD현대미포,3,2,0,5,0.599999880000024,0.399999920000016
2024-06-27,HD현대중공업,32,6,7,45,0.8421052409972306,0.15789473268698073
2024-06-27,STX엔진,1,0,0,1,0.9999990000010001,0.0
2024-06-27,삼성중공업,17,3,1,21,0.8499999575000021,0.14999999250000037
2024-06-27,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-06-27,한국카본,2,0,0,2,0.99999950000025,0.0
2024-06-27,한화엔진,8,3,0,11,0.7272726611570308,0.2727272479338866
2024-06-27,한화오션,18,6,2,26,0.7499999687500013,0.24999998958333375
2024-06-28,HD한국조선해양,20,5,2,27,0.7999999680000013,0.19999999200000032
2024-06-28,HD현대마린솔루션,8,6,0,14,0.5714285306122479,0.42857139795918586
2024-06-28,HD현대미포,7,2,0,9,0.7777776913580343,0.22222219753086697
2024-06-28,HD현대중공업,21,6,0,27,0.7777777489711944,0.22222221399176983
2024-06-28,삼성중공업,10,4,2,16,0.7142856632653098,0.2857142653061239
2024-06-28,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-06-28,한국카본,0,1,0,1,0.0,0.9999990000010001
2024-06-28,한화엔진,16,3,0,19,0.8421052188365674,0.15789472853185638
2024-06-28,한화오션,26,9,7,42,0.7428571216326537,0.2571428497959186
2024-06-29,HD한국조선해양,7,1,0,8,0.8749998906250137,0.12499998437500197
2024-06-29,HD현대마린솔루션,4,1,0,5,0.799999840000032,0.199999960000008
2024-06-29,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-06-29,HD현대미포,0,2,0,2,0.0,0.99999950000025
2024-06-29,HD현대중공업,7,2,1,10,0.7777776913580343,0.22222219753086697
2024-06-29,삼성중공업,4,1,1,6,0.799999840000032,0.199999960000008
2024-06-29,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-06-29,한화엔진,3,0,0,3,0.9999996666667778,0.0
2024-06-29,한화오션,8,2,0,10,0.7999999200000081,0.19999998000000202
2024-06-30,HD한국조선해양,1,2,0,3,0.33333322222225925,0.6666664444445185
2024-06-30,HD현대마린솔루션,4,4,3,11,0.4999999375000079,0.4999999375000079
2024-06-30,HD현대중공업,7,2,1,10,0.7777776913580343,0.22222219753086697
2024-06-30,삼성중공업,0,2,3,5,0.0,0.99999950000025
2024-06-30,한화엔진,7,3,1,11,0.699999930000007,0.299999970000003
2024-06-30,한화오션,9,5,3,17,0.6428570969387788,0.3571428316326549
2024-07-01,HD한국조선해양,26,4,3,33,0.8666666377777787,0.13333332888888902
2024-07-01,HD현대마린솔루션,19,6,3,28,0.7599999696000012,0.23999999040000036
2024-07-01,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-07-01,HD현대미포,21,5,2,28,0.8076922766272201,0.1923076849112429
2024-07-01,HD현대중공업,16,6,4,26,0.7272726942148775,0.27272726033057904
2024-07-01,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-07-01,삼성중공업,24,9,2,35,0.7272727052341605,0.2727272644628102
2024-07-01,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-07-01,한국카본,2,0,0,2,0.99999950000025,0.0
2024-07-01,한화엔진,29,2,0,31,0.9354838407908438,0.06451612695109267
2024-07-01,한화오션,66,14,9,89,0.8249999896875001,0.17499999781250003
2024-07-02,HD한국조선해양,20,9,2,31,0.689655148632581,0.3103448168846615
2024-07-02,HD현대마린솔루션,16,2,5,23,0.8888888395061756,0.11111110493827195
2024-07-02,HD현대미포,13,6,2,21,0.684210490304711,0.31578945706371275
2024-07-02,HD현대중공업,22,10,4,36,0.6874999785156257,0.3124999902343753
2024-07-02,STX엔진,4,4,0,8,0.4999999375000079,0.4999999375000079
2024-07-02,삼성중공업,55,42,2,99,0.5670103034328835,0.4329896862578383
2024-07-02,세진중공업,3,2,0,5,0.599999880000024,0.399999920000016
2024-07-02,한국카본,3,2,0,5,0.599999880000024,0.399999920000016
2024-07-02,한화엔진,23,7,2,32,0.7666666411111119,0.2333333255555558
2024-07-02,한화오션,53,24,9,86,0.6883116793725756,0.3116883076404116
2024-07-03,HD한국조선해양,21,10,3,34,0.677419332986473,0.3225806347554634
2024-07-03,HD현대마린솔루션,12,3,4,19,0.7999999466666703,0.19999998666666757
2024-07-03,HD현대미포,7,8,0,15,0.46666663555555765,0.5333332977777802
2024-07-03,HD현대중공업,21,10,4,35,0.677419332986473,0.3225806347554634
2024-07-03,STX엔진,1,0,0,1,0.9999990000010001,0.0
2024-07-03,삼성중공업,14,10,3,27,0.5833333090277788,0.41666664930555625
2024-07-03,세진중공업,2,0,0,2,0.99999950000025,0.0
2024-07-03,한국카본,2,0,0,2,0.99999950000025,0.0
2024-07-03,한화엔진,13,3,4,20,0.8124999492187531,0.18749998828125072
2024-07-03,한화오션,26,9,2,37,0.7428571216326537,0.2571428497959186
2024-07-04,HD한국조선해양,22,3,3,28,0.8799999648000014,0.11999999520000018
2024-07-04,HD현대마린솔루션,12,2,3,17,0.8571427959183717,0.14285713265306196
2024-07-04,HD현대마린엔진,2,0,0,2,0.99999950000025,0.0
2024-07-04,HD현대미포,10,3,0,13,0.7692307100591762,0.23076921301775286
2024-07-04,HD현대중공업,23,4,3,30,0.8518518203017844,0.1481481426611799
2024-07-04,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-07-04,삼성중공업,13,9,1,23,0.590909064049588,0.4090908904958686
2024-07-04,세진중공업,0,2,0,2,0.0,0.99999950000025
2024-07-04,한국카본,1,1,0,2,0.499999750000125,0.499999750000125
2024-07-04,한화엔진,16,6,0,22,0.7272726942148775,0.27272726033057904
2024-07-04,한화오션,24,7,6,37,0.7741935234131121,0.22580644432882438
2024-07-05,HD한국조선해양,15,3,2,20,0.8333332870370396,0.1666666574074079
2024-07-05,HD현대마린솔루션,7,2,3,12,0.7777776913580343,0.22222219753086697
2024-07-05,HD현대미포,8,1,1,10,0.8888887901234679,0.11111109876543349
2024-07-05,HD현대중공업,18,5,4,27,0.7826086616257103,0.21739129489603065
2024-07-05,STX엔진,0,0,1,1,0.0,0.0
2024-07-05,삼성중공업,10,5,0,15,0.6666666222222252,0.3333333111111126
2024-07-05,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-07-05,한화엔진,6,3,1,10,0.6666665925926009,0.33333329629630043
2024-07-05,한화오션,22,11,2,35,0.6666666464646471,0.33333332323232356
2024-07-06,HD한국조선해양,6,1,0,7,0.857142734693895,0.1428571224489825
2024-07-06,HD현대마린솔루션,1,0,1,2,0.9999990000010001,0.0
2024-07-06,HD현대미포,3,0,0,3,0.9999996666667778,0.0
2024-07-06,HD현대중공업,6,1,0,7,0.857142734693895,0.1428571224489825
2024-07-06,삼성중공업,3,1,1,5,0.7499998125000469,0.24999993750001562
2024-07-06,한화엔진,1,0,0,1,0.9999990000010001,0.0
2024-07-06,한화오션,5,3,1,9,0.6249999218750099,0.3749999531250059
2024-07-07,HD한국조선해양,6,1,1,8,0.857142734693895,0.1428571224489825
2024-07-07,HD현대마린솔루션,3,3,1,7,0.49999991666668053,0.49999991666668053
2024-07-07,HD현대미포,1,0,0,1,0.9999990000010001,0.0
2024-07-07,HD현대중공업,10,1,1,12,0.9090908264462886,0.09090908264462885
2024-07-07,삼성중공업,2,0,0,2,0.99999950000025,0.0
2024-07-07,한국카본,2,0,0,2,0.99999950000025,0.0
2024-07-07,한화엔진,4,0,1,5,0.9999997500000625,0.0
2024-07-07,한화오션,10,2,0,12,0.8333332638888947,0.16666665277777895
2024-07-08,HD한국조선해양,15,5,2,22,0.7499999625000018,0.2499999875000006
2024-07-08,HD현대마린솔루션,6,5,2,13,0.5454544958677732,0.4545454132231443
2024-07-08,HD현대미포,11,3,2,16,0.7857142295918408,0.21428569897959293
2024-07-08,HD현대중공업,20,5,3,28,0.7999999680000013,0.19999999200000032
2024-07-08,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-07-08,삼성중공업,14,8,2,24,0.6363636074380178,0.36363634710743875
2024-07-08,세진중공업,0,2,0,2,0.0,0.99999950000025
2024-07-08,한국카본,3,1,0,4,0.7499998125000469,0.24999993750001562
2024-07-08,한화엔진,16,5,1,22,0.7619047256235845,0.23809522675737013
2024-07-08,한화오션,20,7,7,34,0.7407407133058995,0.2592592496570648
2024-07-09,HD한국조선해양,23,7,6,36,0.7666666411111119,0.2333333255555558
2024-07-09,HD현대마린솔루션,11,5,3,19,0.6874999570312527,0.3124999804687512
2024-07-09,HD현대마린엔진,1,3,0,4,0.24999993750001562,0.7499998125000469
2024-07-09,HD현대미포,21,5,1,27,0.8076922766272201,0.1923076849112429
2024-07-09,HD현대중공업,60,9,4,73,0.8695652047889101,0.13043478071833653
2024-07-09,STX엔진,1,0,0,1,0.9999990000010001,0.0
2024-07-09,삼성중공업,10,7,3,20,0.588235259515573,0.4117646816609011
2024-07-09,한국카본,1,0,1,2,0.9999990000010001,0.0
2024-07-09,한화엔진,7,4,2,13,0.636363578512402,0.3636363305785154
2024-07-09,한화오션,23,7,7,37,0.7666666411111119,0.2333333255555558
2024-07-10,HD한국조선해양,16,13,2,31,0.5517241189060649,0.4482758466111777
2024-07-10,HD현대마린솔루션,10,10,3,23,0.4999999750000012,0.4999999750000012
2024-07-10,HD현대마린엔진,1,1,0,2,0.499999750000125,0.499999750000125
2024-07-10,HD현대미포,14,12,1,27,0.5384615177514801,0.4615384437869829
2024-07-10,HD현대중공업,27,9,4,40,0.7499999791666673,0.24999999305555576
2024-07-10,STX엔진,0,1,1,2,0.0,0.9999990000010001
2024-07-10,삼성중공업,15,11,4,30,0.5769230547337286,0.4230769068047343
2024-07-10,세진중공업,1,1,0,2,0.499999750000125,0.499999750000125
2024-07-10,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-07-10,한화엔진,12,5,2,19,0.7058823114186875,0.2941176297577865
2024-07-10,한화오션,29,7,6,42,0.8055555331790131,0.19444443904321004
2024-07-11,HD한국조선해양,17,5,1,23,0.7727272376033073,0.2272727169421492
2024-07-11,HD현대마린솔루션,6,8,9,23,0.42857139795918586,0.5714285306122479
2024-07-11,HD현대미포,7,3,1,11,0.699999930000007,0.299999970000003
2024-07-11,HD현대중공업,49,5,6,60,0.9074073906035669,0.092592590877915
2024-07-11,STX엔진,1,0,1,2,0.9999990000010001,0.0
2024-07-11,삼성중공업,8,4,2,14,0.6666666111111158,0.3333333055555579
2024-07-11,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-07-11,한화엔진,16,2,0,18,0.8888888395061756,0.11111110493827195
2024-07-11,한화오션,32,4,5,41,0.8888888641975317,0.11111110802469146
2024-07-12,HD한국조선해양,13,2,2,17,0.8666666088888928,0.13333332444444504
2024-07-12,HD현대마린솔루션,8,4,6,18,0.6666666111111158,0.3333333055555579
2024-07-12,HD현대미포,3,0,2,5,0.9999996666667778,0.0
2024-07-12,HD현대중공업,20,5,5,30,0.7999999680000013,0.19999999200000032
2024-07-12,삼성중공업,7,8,2,17,0.46666663555555765,0.5333332977777802
2024-07-12,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-07-12,한화엔진,27,5,3,35,0.8437499736328133,0.15624999511718765
2024-07-12,한화오션,44,11,3,58,0.7999999854545458,0.19999999636363644
2024-07-13,HD한국조선해양,3,1,0,4,0.7499998125000469,0.24999993750001562
2024-07-13,HD현대마린솔루션,6,0,0,6,0.9999998333333611,0.0
2024-07-13,HD현대미포,3,0,0,3,0.9999996666667778,0.0
2024-07-13,HD현대중공업,7,1,1,9,0.8749998906250137,0.12499998437500197
2024-07-13,한화엔진,6,2,0,8,0.7499999062500118,0.24999996875000394
2024-07-13,한화오션,6,4,0,10,0.599999940000006,0.39999996000000404
2024-07-14,HD한국조선해양,5,4,1,10,0.5555554938271674,0.44444439506173394
2024-07-14,HD현대마린솔루션,10,1,1,12,0.9090908264462886,0.09090908264462885
2024-07-14,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-07-14,HD현대미포,7,3,0,10,0.699999930000007,0.299999970000003
2024-07-14,HD현대중공업,11,1,2,14,0.9166665902777842,0.08333332638888948
2024-07-14,삼성중공업,6,2,0,8,0.7499999062500118,0.24999996875000394
2024-07-14,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-07-14,한화엔진,9,1,0,10,0.8999999100000091,0.09999999000000101
2024-07-14,한화오션,14,2,3,19,0.8749999453125034,0.12499999218750048
2024-07-15,HD한국조선해양,131,30,5,166,0.8136645912194747,0.18633540256934533
2024-07-15,HD현대마린솔루션,9,4,2,15,0.6923076390532585,0.3076922840236705
2024-07-15,HD현대미포,12,2,0,14,0.8571427959183717,0.14285713265306196
2024-07-15,HD현대중공업,194,16,11,221,0.9238095194104309,0.0761904758276644
2024-07-15,STX엔진,13,1,0,14,0.9285713622449028,0.07142856632653098
2024-07-15,삼성중공업,15,8,2,25,0.6521738846880919,0.34782607183364905
2024-07-15,한국카본,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-07-15,한화엔진,39,5,0,44,0.8863636162190087,0.11363636105371908
2024-07-15,한화오션,35,5,5,45,0.8749999781250006,0.12499999687500009
2024-07-16,HD한국조선해양,32,16,7,55,0.6666666527777781,0.3333333263888891
2024-07-16,HD현대마린솔루션,5,7,3,15,0.41666663194444736,0.5833332847222263
2024-07-16,HD현대마린엔진,7,5,1,13,0.5833332847222263,0.41666663194444736
2024-07-16,HD현대미포,5,12,0,17,0.2941176297577865,0.7058823114186875
2024-07-16,HD현대중공업,64,14,7,85,0.8205128099934256,0.17948717718606183
2024-07-16,STX엔진,10,0,0,10,0.99999990000001,0.0
2024-07-16,삼성중공업,13,9,1,23,0.590909064049588,0.4090908904958686
2024-07-16,세진중공업,1,1,0,2,0.499999750000125,0.499999750000125
2024-07-16,한국카본,3,0,0,3,0.9999996666667778,0.0
2024-07-16,한화엔진,21,2,0,23,0.9130434385633287,0.08695651795841226
2024-07-16,한화오션,30,9,3,42,0.769230749506904,0.2307692248520712
2024-07-17,HD한국조선해양,60,21,10,91,0.7407407315957935,0.25925925605852773
2024-07-17,HD현대마린솔루션,4,10,13,27,0.2857142653061239,0.7142856632653098
2024-07-17,HD현대마린엔진,3,11,4,18,0.21428569897959293,0.7857142295918408
2024-07-17,HD현대미포,7,7,1,15,0.49999996428571686,0.49999996428571686
2024-07-17,HD현대중공업,63,15,15,93,0.8076922973372783,0.1923076898422091
2024-07-17,STX엔진,0,2,0,2,0.0,0.99999950000025
2024-07-17,삼성중공업,25,18,15,58,0.5813953353163875,0.4186046414277991
2024-07-17,세진중공업,1,0,2,3,0.9999990000010001,0.0
2024-07-17,한국카본,3,0,0,3,0.9999996666667778,0.0
2024-07-17,한화엔진,12,13,5,30,0.4799999808000007,0.5199999792000009
2024-07-17,한화오션,23,18,18,59,0.560975596073766,0.43902437953599077
2024-07-18,HD한국조선해양,19,8,5,32,0.7037036776406045,0.2962962853223598
2024-07-18,HD현대마린솔루션,6,5,5,16,0.5454544958677732,0.4545454132231443
2024-07-18,HD현대마린엔진,1,1,0,2,0.499999750000125,0.499999750000125
2024-07-18,HD현대미포,8,2,1,11,0.7999999200000081,0.19999998000000202
2024-07-18,HD현대중공업,28,4,6,38,0.874999972656251,0.12499999609375013
2024-07-18,삼성중공업,11,12,8,31,0.4782608487712674,0.5217391077504736
2024-07-18,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-07-18,한국카본,2,0,0,2,0.99999950000025,0.0
2024-07-18,한화엔진,6,3,1,10,0.6666665925926009,0.33333329629630043
2024-07-18,한화오션,57,8,9,74,0.8769230634319529,0.12307692118343198
2024-07-19,HD한국조선해양,12,10,3,25,0.5454545206611581,0.4545454338842984
2024-07-19,HD현대마린솔루션,6,3,4,13,0.6666665925926009,0.33333329629630043
2024-07-19,HD현대마린엔진,7,1,1,9,0.8749998906250137,0.12499998437500197
2024-07-19,HD현대미포,11,7,2,20,0.6111110771604957,0.3888888672839518
2024-07-19,HD현대중공업,18,10,6,34,0.64285711989796,0.35714284438775556
2024-07-19,삼성중공업,12,7,8,27,0.6315789141274255,0.36842103324099823
2024-07-19,세진중공업,11,2,0,13,0.8461537810650938,0.15384614201183525
2024-07-19,한국카본,14,1,0,15,0.9333332711111153,0.06666666222222252
2024-07-19,한화엔진,16,2,3,21,0.8888888395061756,0.11111110493827195
2024-07-19,한화오션,19,8,7,34,0.7037036776406045,0.2962962853223598
2024-07-20,HD한국조선해양,8,4,2,14,0.6666666111111158,0.3333333055555579
2024-07-20,HD현대마린솔루션,1,0,0,1,0.9999990000010001,0.0
2024-07-20,HD현대미포,7,1,0,8,0.8749998906250137,0.12499998437500197
2024-07-20,HD현대중공업,9,3,1,13,0.7499999375000053,0.2499999791666684
2024-07-20,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-07-20,삼성중공업,2,2,2,6,0.49999987500003124,0.49999987500003124
2024-07-20,세진중공업,2,0,0,2,0.99999950000025,0.0
2024-07-20,한국카본,2,0,0,2,0.99999950000025,0.0
2024-07-20,한화엔진,2,2,1,5,0.49999987500003124,0.49999987500003124
2024-07-20,한화오션,8,4,1,13,0.6666666111111158,0.3333333055555579
2024-07-21,HD한국조선해양,10,2,2,14,0.8333332638888947,0.16666665277777895
2024-07-21,HD현대마린솔루션,5,3,0,8,0.6249999218750099,0.3749999531250059
2024-07-21,HD현대마린엔진,1,2,0,3,0.33333322222225925,0.6666664444445185
2024-07-21,HD현대미포,7,2,1,10,0.7777776913580343,0.22222219753086697
2024-07-21,HD현대중공업,14,3,8,25,0.8235293633218022,0.17647057785467188
2024-07-21,삼성중공업,3,4,3,10,0.4285713673469475,0.57142848979593
2024-07-21,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-07-21,한국카본,5,1,0,6,0.8333331944444675,0.16666663888889352
2024-07-21,한화엔진,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-07-21,한화오션,5,2,3,10,0.7142856122449125,0.285714244897965
2024-07-22,HD한국조선해양,22,12,18,52,0.6470588044982705,0.35294116608996573
2024-07-22,HD현대마린솔루션,7,1,3,11,0.8749998906250137,0.12499998437500197
2024-07-22,HD현대마린엔진,1,0,1,2,0.9999990000010001,0.0
2024-07-22,HD현대미포,10,4,1,15,0.7142856632653098,0.2857142653061239
2024-07-22,HD현대중공업,29,8,17,54,0.7837837626004389,0.21621621037253486
2024-07-22,삼성중공업,19,5,4,28,0.7916666336805569,0.20833332465277812
2024-07-22,세진중공업,1,1,0,2,0.499999750000125,0.499999750000125
2024-07-22,한국카본,2,0,0,2,0.99999950000025,0.0
2024-07-22,한화엔진,12,3,3,18,0.7999999466666703,0.19999998666666757
2024-07-22,한화오션,101,7,19,127,0.9351851765260633,0.06481481421467765
2024-07-23,HD한국조선해양,37,13,6,56,0.7399999852000003,0.25999999480000013
2024-07-23,HD현대마린솔루션,14,9,2,25,0.6086956257088858,0.39130433081285515
2024-07-23,HD현대마린엔진,2,2,0,4,0.49999987500003124,0.49999987500003124
2024-07-23,HD현대미포,10,5,3,18,0.6666666222222252,0.3333333111111126
2024-07-23,HD현대중공업,75,18,10,103,0.8064516042317033,0.19354838501560878
2024-07-23,STX엔진,1,0,0,1,0.9999990000010001,0.0
2024-07-23,삼성중공업,17,10,2,29,0.6296296063100145,0.37037035665294976
2024-07-23,세진중공업,3,0,1,4,0.9999996666667778,0.0
2024-07-23,한국카본,2,5,0,7,0.285714244897965,0.7142856122449125
2024-07-23,한화엔진,14,5,1,20,0.7368420664819965,0.26315788088642733
2024-07-23,한화오션,33,8,7,48,0.8048780291493164,0.19512194646044034
2024-07-24,HD한국조선해양,15,6,5,26,0.7142856802721105,0.28571427210884415
2024-07-24,HD현대마린솔루션,11,5,3,19,0.6874999570312527,0.3124999804687512
2024-07-24,HD현대마린엔진,8,3,0,11,0.7272726611570308,0.2727272479338866
2024-07-24,HD현대미포,4,1,0,5,0.799999840000032,0.199999960000008
2024-07-24,HD현대중공업,26,10,4,40,0.7222222021604945,0.2777777700617286
2024-07-24,STX엔진,0,2,0,2,0.0,0.99999950000025
2024-07-24,삼성중공업,9,4,6,19,0.6923076390532585,0.3076922840236705
2024-07-24,한국카본,1,2,2,5,0.33333322222225925,0.6666664444445185
2024-07-24,한화엔진,12,5,1,18,0.7058823114186875,0.2941176297577865
2024-07-24,한화오션,26,6,5,37,0.8124999746093758,0.1874999941406252
2024-07-25,HD한국조선해양,33,40,11,84,0.4520547883280166,0.5479451979733535
2024-07-25,HD현대마린솔루션,16,22,0,38,0.4210526204986153,0.578947353185596
2024-07-25,HD현대마린엔진,4,6,0,10,0.39999996000000404,0.599999940000006
2024-07-25,HD현대미포,25,25,1,51,0.4999999900000002,0.4999999900000002
2024-07-25,HD현대중공업,40,35,9,84,0.5333333262222223,0.46666666044444455
2024-07-25,STX엔진,0,2,0,2,0.0,0.99999950000025
2024-07-25,삼성중공업,13,12,4,29,0.5199999792000009,0.4799999808000007
2024-07-25,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-07-25,한국카본,1,2,0,3,0.33333322222225925,0.6666664444445185
2024-07-25,한화엔진,11,7,2,20,0.6111110771604957,0.3888888672839518
2024-07-25,한화오션,17,5,6,28,0.7727272376033073,0.2272727169421492
2024-07-26,HD한국조선해양,19,34,10,63,0.35849055927376305,0.6415094218583128
2024-07-26,HD현대마린솔루션,6,10,2,18,0.37499997656250145,0.6249999609375024
2024-07-26,HD현대마린엔진,3,8,0,11,0.2727272479338866,0.7272726611570308
2024-07-26,HD현대미포,17,35,3,55,0.3269230706360948,0.6730769101331364
2024-07-26,HD현대중공업,37,49,11,97,0.4302325531368308,0.5697674352352624
2024-07-26,STX엔진,1,6,2,9,0.1428571224489825,0.857142734693895
2024-07-26,삼성중공업,17,36,14,67,0.3207547109291564,0.6792452702029195
2024-07-26,세진중공업,1,3,0,4,0.24999993750001562,0.7499998125000469
2024-07-26,한국카본,3,6,0,9,0.33333329629630043,0.6666665925926009
2024-07-26,한화엔진,6,13,1,20,0.31578945706371275,0.684210490304711
2024-07-26,한화오션,93,54,40,187,0.6326530569207275,0.36734693627655146
2024-07-27,HD한국조선해양,3,1,2,6,0.7499998125000469,0.24999993750001562
2024-07-27,HD현대마린솔루션,1,1,0,2,0.499999750000125,0.499999750000125
2024-07-27,HD현대마린엔진,0,1,0,1,0.0,0.9999990000010001
2024-07-27,HD현대미포,6,2,0,8,0.7499999062500118,0.24999996875000394
2024-07-27,HD현대중공업,8,2,0,10,0.7999999200000081,0.19999998000000202
2024-07-27,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-07-27,삼성중공업,5,2,1,8,0.7142856122449125,0.285714244897965
2024-07-27,한화엔진,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-07-27,한화오션,6,3,1,10,0.6666665925926009,0.33333329629630043
2024-07-28,HD한국조선해양,9,5,5,19,0.6428570969387788,0.3571428316326549
2024-07-28,HD현대마린솔루션,1,3,2,6,0.24999993750001562,0.7499998125000469
2024-07-28,HD현대마린엔진,0,1,0,1,0.0,0.9999990000010001
2024-07-28,HD현대미포,6,4,1,11,0.599999940000006,0.39999996000000404
2024-07-28,HD현대중공업,12,7,4,23,0.6315789141274255,0.36842103324099823
2024-07-28,삼성중공업,8,8,3,19,0.4999999687500019,0.4999999687500019
2024-07-28,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-07-28,한화엔진,4,3,0,7,0.57142848979593,0.4285713673469475
2024-07-28,한화오션,11,5,4,20,0.6874999570312527,0.3124999804687512
2024-07-29,HD한국조선해양,17,18,6,41,0.4857142718367351,0.5142856995918372
2024-07-29,HD현대마린솔루션,27,7,2,36,0.7941176237024229,0.20588234688581333
2024-07-29,HD현대마린엔진,1,0,1,2,0.9999990000010001,0.0
2024-07-29,HD현대미포,11,15,3,29,0.4230769068047343,0.5769230547337286
2024-07-29,HD현대중공업,15,18,9,42,0.45454544077135034,0.5454545289256204
2024-07-29,STX엔진,0,2,0,2,0.0,0.99999950000025
2024-07-29,삼성중공업,18,17,8,43,0.5142856995918372,0.4857142718367351
2024-07-29,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-07-29,한국카본,3,2,0,5,0.599999880000024,0.399999920000016
2024-07-29,한화엔진,6,1,3,10,0.857142734693895,0.1428571224489825
2024-07-29,한화오션,21,21,9,51,0.49999998809523843,0.49999998809523843
