날짜,기업명,tfidf_수주,tfidf_실적,tfidf_미국
2024-01-28,한화엔진,0.0,0.0,0.0
2024-01-28,한화오션,0.0,0.043473057565591694,0.0
2024-01-29,HD한국조선해양,0.04269206729896543,0.0,0.0
2024-01-29,HD현대마린솔루션,0.0,0.020907750909015428,0.0
2024-01-29,HD현대마린엔진,0.0,0.0,0.0
2024-01-29,HD현대미포,0.0,0.0,0.0
2024-01-29,HD현대중공업,0.05051132270181135,0.003501358578393955,0.0
2024-01-29,삼성중공업,0.039243724509091554,0.013853201331906517,0.0
2024-01-29,세진중공업,0.0,0.0,0.0
2024-01-29,한화엔진,0.014868650477768955,0.0,0.0
2024-01-29,한화오션,0.02758222951438661,0.017757560462010463,0.0
2024-01-30,HD한국조선해양,0.012915794556969768,0.0,0.0
2024-01-30,HD현대마린솔루션,0.0,0.0,0.0
2024-01-30,HD현대마린엔진,0.0,0.0,0.0
2024-01-30,HD현대미포,0.0,0.0,0.0
2024-01-30,HD현대중공업,0.008586091270769558,0.010493247048908775,0.0
2024-01-30,삼성중공업,0.0,0.0,0.0
2024-01-30,한국카본,0.0,0.0,0.0
2024-01-30,한화엔진,0.0,0.0,0.0
2024-01-30,한화오션,0.008702608359177754,0.009444742988866066,0.0
2024-01-31,HD한국조선해양,0.11335209687347388,0.0,0.0
2024-01-31,HD현대마린솔루션,0.0,0.0,0.0
2024-01-31,HD현대마린엔진,0.0,0.0,0.0
2024-01-31,HD현대미포,0.0,0.0,0.0
2024-01-31,HD현대중공업,0.06586926027270718,0.0,0.0
2024-01-31,STX엔진,0.0,0.0,0.0
2024-01-31,삼성중공업,0.009789614333652831,0.0,0.0
2024-01-31,세진중공업,0.0,0.0,0.0
2024-01-31,한국카본,0.0,0.0,0.0
2024-01-31,한화엔진,0.049470067869009225,0.0,0.0
2024-01-31,한화오션,0.00347373411839294,0.0,0.0048893262420870685
2024-02-01,HD한국조선해양,0.10985209487433274,0.0,0.0
2024-02-01,HD현대마린솔루션,0.249482788805444,0.0,0.0
2024-02-01,HD현대미포,0.26234364593445303,0.0,0.0
2024-02-01,HD현대중공업,0.04640773696501374,0.016212058571326456,0.0
2024-02-01,STX엔진,0.0,0.0,0.0
2024-02-01,삼성중공업,0.04250014243285209,0.0,0.0
2024-02-01,한국카본,0.0,0.0,0.0
2024-02-01,한화엔진,0.13029096413391056,0.0,0.0
2024-02-01,한화오션,0.009923174939094653,0.0,0.0
2024-02-02,HD한국조선해양,0.0501571996884955,0.012389261345430886,0.029651178042084603
2024-02-02,HD현대마린솔루션,0.0,0.0,0.0
2024-02-02,HD현대마린엔진,0.0,0.0,0.0
2024-02-02,HD현대미포,0.03503678016881425,0.0,0.0
2024-02-02,HD현대중공업,0.03892424175859918,0.014752641112807014,0.007298196805768714
2024-02-02,STX엔진,0.0,0.0,0.0
2024-02-02,삼성중공업,0.05436445617885108,0.05122072153576912,0.0
2024-02-02,세진중공업,0.0,0.0,0.0
2024-02-02,한국카본,0.0,0.0,0.0
2024-02-02,한화엔진,0.026888904978020402,0.0,0.0
2024-02-02,한화오션,0.053876125818206076,0.05103169242948123,0.0
2024-02-03,HD한국조선해양,0.0,0.0,0.0
2024-02-03,HD현대마린솔루션,0.11712552427456126,0.0,0.0
2024-02-03,HD현대미포,0.0,0.0,0.0
2024-02-03,HD현대중공업,0.05437137604746555,0.0,0.0
2024-02-03,STX엔진,0.0,0.0,0.0
2024-02-03,삼성중공업,0.0,0.0,0.0
2024-02-03,한국카본,0.0,0.0,0.0
2024-02-03,한화엔진,0.0,0.0,0.0
2024-02-03,한화오션,0.0,0.0,0.0
2024-02-04,HD한국조선해양,0.021995860546947514,0.021338855299432895,0.0
2024-02-04,HD현대마린솔루션,0.0,0.01960255574731576,0.0
2024-02-04,HD현대마린엔진,0.0,0.0,0.0
2024-02-04,HD현대미포,0.07148654677757942,0.0,0.0
2024-02-04,HD현대중공업,0.10505903332483395,0.0,0.0
2024-02-04,삼성중공업,0.0,0.0,0.0
2024-02-04,한화엔진,0.027226521829326566,0.0,0.0
2024-02-04,한화오션,0.011663364373981381,0.015068795273596293,0.0
2024-02-05,HD한국조선해양,0.007399490457059287,0.0,0.0
2024-02-05,HD현대마린솔루션,0.0,0.0,0.0
2024-02-05,HD현대미포,0.02312340767831027,0.0,0.0
