기업명,날짜,종가,거래량,MA5,MA10,RSI,MACD,BB_upper,1일후등락률,3일후등락률,5일후등락률
세진중공업,2024-02-15,5390.0,78894,5464.0,5410.0,63.63636363636363,143.22754017444186,5741.742555340891,-1.1131725417439702,-3.896103896103896,3.339517625231911
세진중공업,2024-02-16,5330.0,67911,5420.0,5414.0,43.82022471910113,128.80547741097325,5707.958530524014,-3.564727954971857,1.876172607879925,6.75422138836773
세진중공업,2024-02-19,5140.0,206903,5334.0,5398.0,31.683168316831683,100.88157664288792,5666.355426158412,0.7782101167315175,8.365758754863812,17.704280155642024
세진중공업,2024-02-20,5180.0,64469,5292.0,5385.0,35.64356435643565,81.04511220472614,5652.154231085178,4.826254826254826,9.845559845559846,21.042471042471043
세진중공업,2024-02-21,5430.0,258321,5294.0,5393.0,57.00934579439252,84.52315160839134,5653.523171750483,2.578268876611418,11.41804788213628,15.101289134438305
세진중공업,2024-02-22,5570.0,210798,5330.0,5397.0,61.666666666666664,97.45297562427277,5661.633939928396,2.154398563734291,12.567324955116696,8.258527827648116
세진중공업,2024-02-23,5690.0,210261,5402.0,5411.0,64.8854961832061,116.04525397717953,5685.499740149175,6.32688927943761,9.84182776801406,4.569420035149385
세진중공업,2024-02-26,6050.0,1096934,5584.0,5459.0,72.28915662650603,158.00734950749484,5838.071959498967,3.6363636363636362,-0.3305785123966942,2.1487603305785123
세진중공업,2024-02-27,6270.0,941087,5802.0,5547.0,75.0,206.6328391736115,6022.471566662145,-0.3189792663476874,-5.103668261562999,-3.9872408293460926
세진중공업,2024-02-28,6250.0,467722,5966.0,5630.0,71.42857142857143,240.77950100121143,6161.841933561675,-3.52,-1.1199999999999999,-5.28
세진중공업,2024-02-29,6030.0,756533,6058.0,5694.0,62.765957446808514,247.2388001424788,6228.386684795332,-1.3266998341625207,-0.16583747927031509,-4.477611940298507
세진중공업,2024-03-04,5950.0,344049,6110.0,5756.0,59.79381443298969,243.10020203216118,6271.8846528463055,3.865546218487395,-0.5042016806722689,0.16806722689075632
세진중공업,2024-03-05,6180.0,486262,6136.0,5860.0,69.84924623115577,255.434916310036,6350.866003019805,-2.5889967637540456,-6.796116504854369,-4.692556634304207
세진중공업,2024-03-06,6020.0,242497,6086.0,5944.0,64.15094339622641,249.4243942621024,6390.135112015311,-1.6611295681063125,-0.9966777408637874,-2.823920265780731
세진중공업,2024-03-07,5920.0,258606,6020.0,5993.0,62.10045662100457,233.89564457483812,6411.363637574643,-2.7027027027027026,-0.5067567567567568,3.5472972972972974
세진중공업,2024-03-08,5760.0,369677,5966.0,6012.0,59.3886462882096,206.30023505262398,6419.231454905672,3.4722222222222223,1.5625,5.555555555555555
세진중공업,2024-03-11,5960.0,667935,5968.0,6039.0,67.82608695652175,198.28331608162807,6444.575898487581,-1.174496644295302,2.8523489932885906,4.865771812080537
세진중공업,2024-03-12,5890.0,392037,5910.0,6023.0,65.23605150214593,184.15856969601373,6460.294976458124,-0.6791171477079796,3.225806451612903,5.772495755517826
세진중공업,2024-03-13,5850.0,182141,5876.0,5981.0,59.905660377358494,167.80261660533688,6465.228996308023,4.786324786324787,6.837606837606838,14.358974358974358
세진중공업,2024-03-14,6130.0,1496245,5918.0,5969.0,62.38938053097345,175.41202524819255,6499.288689910258,-0.8156606851549755,1.631321370309951,6.035889070146819
세진중공업,2024-03-15,6080.0,699878,5982.0,5974.0,58.90410958904109,175.38621121911183,6516.608001865291,2.7960526315789473,10.032894736842106,5.427631578947369
세진중공업,2024-03-18,6250.0,1221714,6040.0,6004.0,55.0,186.92853685195132,6543.32495807108,-0.32,4.0,4.0
세진중공업,2024-03-19,6230.0,453700,6108.0,6009.0,48.88888888888889,192.24598813862485,6515.876768858561,7.3836276083467105,2.889245585874799,5.457463884430177
세진중공업,2024-03-20,6690.0,1148291,6276.0,6076.0,59.82142857142857,230.9164016750383,6570.638733476098,-2.8400597907324365,-2.8400597907324365,-5.680119581464873
세진중공업,2024-03-21,6500.0,547564,6350.0,6134.0,60.633484162895925,243.42551311610168,6594.527801829423,-1.3846153846153846,1.0769230769230769,-0.6153846153846154
세진중공업,2024-03-22,6410.0,231168,6416.0,6199.0,60.36036036036035,243.27253190193642,6604.065310085903,1.40405616224649,-1.5600624024960998,-0.15600624024961
세진중공업,2024-03-25,6500.0,334752,6466.0,6253.0,57.692307692307686,247.55982545890765,6633.934421823261,1.0769230769230769,-0.6153846153846154,-1.0769230769230769
세진중공업,2024-03-26,6570.0,309870,6534.0,6321.0,63.81909547738693,253.68166712936727,6692.712063074766,-3.95738203957382,-2.5875190258751903,4.26179604261796
세진중공업,2024-03-27,6310.0,400982,6458.0,6367.0,59.06976744186047,234.84628191814045,6696.600783531147,2.3771790808240887,1.9017432646592711,8.55784469096672
세진중공업,2024-03-28,6460.0,282781,6450.0,6400.0,66.35514018691589,229.37871479346813,6721.763044464597,-0.9287925696594427,6.037151702786378,8.204334365325078
세진중공업,2024-03-29,6400.0,243198,6448.0,6432.0,61.0,217.6946811226453,6743.335178628189,0.46875,7.03125,9.375
세진중공업,2024-04-01,6430.0,212944,6434.0,6450.0,63.775510204081634,208.4528350144774,6762.639313049565,6.531881804043546,8.709175738724728,6.6874027993779155
세진중공업,2024-04-02,6850.0,1379260,6490.0,6512.0,71.36752136752136,232.34081501503533,6863.351993706407,0.0,2.18978102189781,-0.145985401459854
세진중공업,2024-04-03,6850.0,963279,6598.0,6528.0,67.47572815533981,248.40871028595575,6947.880875443109,2.0437956204379564,0.145985401459854,1.4598540145985401
세진중공업,2024-04-04,6990.0,443991,6704.0,6577.0,71.16279069767441,269.3347397969519,7044.0063925858485,0.14306151645207438,-2.1459227467811157,-0.4291845493562232
세진중공업,2024-04-05,7000.0,388111,6824.0,6636.0,68.84422110552764,283.4581561967698,7103.537439518465,-2.0,-0.7142857142857143,-1.5714285714285716
세진중공업,2024-04-08,6860.0,251596,6910.0,6672.0,64.92890995260663,280.1251273795706,7140.201222788051,-0.2915451895043732,1.4577259475218658,-3.061224489795918
세진중공업,2024-04-09,6840.0,213222,6908.0,6699.0,54.491017964071865,272.7260292762985,7150.920390819656,1.608187134502924,0.7309941520467835,1.461988304093567
세진중공업,2024-04-11,6950.0,351572,6928.0,6763.0,64.15094339622641,272.5959549301306,7154.147466125507,0.14388489208633093,-4.316546762589928,6.043165467625899
